	FEXC	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX10	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33
HOG10408	2	2	0	0	0	1	2	0	2	3	1	4	2	0	2	3	2	2	2	2	2	2	2	3	0	2	2	2	3
HOG10409	1	0	0	4	4	2	1	1	1	1	2	0	1	3	1	1	1	1	1	0	2	1	1	1	0	1	2	1	0
HOG10423	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5	5	3	5	4	5	4	5	4	5	4	5	5	5	5
HOG10431	4	4	5	5	5	4	4	5	4	5	4	5	5	5	4	5	4	4	5	5	4	5	4	4	4	5	4	5	4
HOG10446	1	1	1	2	2	2	2	2	2	0	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	2	2	1
HOG10449	3	3	4	2	4	4	2	2	3	4	3	3	4	4	3	3	3	4	3	3	4	3	4	4	3	4	3	4	3
HOG10450	1	1	0	2	0	0	2	2	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1
HOG10454	2	2	2	2	2	2	2	2	2	1	2	1	0	0	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2
HOG10455	1	1	1	1	1	1	1	1	1	2	1	2	3	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
HOG10471	3	3	5	3	5	3	3	3	3	5	3	3	5	5	3	3	3	3	5	3	3	5	3	3	3	3	3	3	3
HOG10480	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	2	1	2	1	1
HOG10491	2	4	2	4	0	2	1	1	2	2	2	4	2	2	4	2	2	2	2	2	1	2	0	2	4	2	0	2	2
HOG10492	2	0	2	0	4	2	3	3	2	2	2	0	2	2	0	2	2	2	2	2	3	2	4	2	0	2	4	2	2
HOG10534	1	1	2	1	0	1	1	2	2	1	2	1	2	2	1	2	1	0	2	1	2	2	2	2	1	3	2	2	2
HOG10535	3	1	2	3	3	3	4	3	3	2	3	2	2	3	3	1	3	2	4	2	5	3	2	3	3	2	3	3	3
HOG10536	1	3	2	1	1	1	0	1	1	2	1	2	2	1	2	3	1	2	1	2	0	1	2	1	1	2	1	1	1
HOG10541	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	2	3	3	3	3	3	3	3	3	3
HOG10544	3	3	2	3	4	3	4	3	4	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3
HOG10552	1	1	0	0	0	1	0	0	0	1	1	2	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG10554	2	3	3	1	3	2	3	3	3	2	2	1	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG10558	1	1	2	0	2	1	1	1	1	1	1	1	3	2	1	1	1	1	0	0	1	2	1	1	1	1	1	1	1
HOG10562	5	5	6	6	6	5	6	5	5	6	5	5	6	6	5	4	5	6	5	5	6	6	5	5	5	5	5	6	5
HOG10576	6	5	3	6	4	7	6	6	6	5	6	2	5	5	4	5	6	5	5	5	5	6	6	7	6	6	6	6	6
HOG10581	3	1	5	4	4	4	4	3	4	6	4	4	4	4	4	6	4	4	4	4	4	4	3	5	4	4	4	5	4
HOG10611	3	1	1	3	1	3	3	1	3	1	3	1	1	3	1	1	3	3	1	3	3	3	3	1	3	0	3	2	3
HOG10614	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG10616	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	3	0	1
HOG10617	1	1	0	0	0	1	1	3	1	0	0	2	0	0	1	2	1	1	3	1	1	0	1	1	3	1	0	3	1
HOG10618	1	1	2	2	2	1	1	0	1	2	2	1	2	2	1	0	1	1	0	1	1	2	1	1	0	1	0	0	1
HOG10630	3	3	4	4	4	4	4	3	3	4	3	3	4	4	3	4	3	4	4	3	4	4	3	4	3	4	3	4	4
HOG10641	5	5	5	5	8	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
HOG10656	1	3	0	1	3	1	1	0	1	1	1	3	3	0	1	2	1	2	3	1	3	1	1	1	1	1	1	1	1
HOG10657	2	0	3	4	0	2	3	1	2	2	2	0	0	3	1	1	2	2	1	2	0	2	2	2	3	2	3	2	2
HOG10667	1	2	0	0	0	1	1	1	1	0	0	2	0	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1
HOG10668	1	2	2	2	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	1	2
HOG10669	4	3	3	3	3	4	4	3	3	3	3	4	3	3	4	4	3	3	3	4	4	3	3	4	4	4	3	4	3
HOG10670	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	1	2	2	2	1	2	0
HOG10673	0	2	0	0	0	0	0	3	2	2	0	2	2	2	2	2	0	1	0	1	2	0	0	3	0	1	1	1	0
HOG10680	1	2	2	1	2	1	2	2	2	2	1	1	0	2	1	1	1	1	2	1	2	2	1	2	2	2	0	2	2
HOG10684	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3
HOG10689	2	2	2	2	2	2	2	4	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG10716	1	1	1	1	1	1	1	5	1	2	1	3	1	1	1	2	1	1	2	1	1	1	1	1	5	3	1	1	1
HOG10717	2	2	2	2	2	2	2	0	2	2	2	0	2	2	3	3	3	3	1	2	2	3	2	2	0	0	2	2	2
HOG10721	2	2	2	2	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG10747	4	4	0	4	4	4	4	0	4	0	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
HOG10760	1	1	1	1	4	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1
HOG10769	2	2	2	2	2	2	2	0	2	2	2	0	2	2	0	2	2	2	2	2	2	2	0	2	0	0	2	2	2
HOG10770	1	3	0	0	3	1	1	0	0	0	0	0	0	0	3	1	1	3	1	1	1	0	0	1	5	3	1	3	1
HOG10783	2	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	0	2	1	1	2	2	2	2	2
HOG10791	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	0	1	1	1	1	1	2	3	1	1	1	1
HOG10794	1	2	1	0	1	1	1	0	2	2	1	0	2	2	2	1	2	0	2	1	0	1	2	0	0	0	1	0	1
HOG10795	9	9	10	10	8	9	8	11	9	9	9	11	7	9	8	10	9	11	9	10	11	9	9	9	10	11	9	11	10
HOG10799	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1
HOG10803	2	2	0	2	2	2	2	1	2	2	2	3	0	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2
HOG10839	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG10841	1	1	0	0	0	1	2	0	1	0	1	0	0	2	0	2	1	1	2	0	0	2	2	1	2	2	2	2	2
HOG10843	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG10859	1	1	0	0	0	0	1	0	0	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	1	0	1	1	1
HOG10860	1	1	2	2	2	2	1	1	2	0	1	2	1	2	0	1	1	1	1	1	1	2	1	1	1	2	1	1	1
HOG10867	1	2	1	2	0	1	1	1	1	2	1	2	1	1	2	1	1	0	2	1	1	0	2	1	1	1	2	1	1
HOG10868	2	2	0	2	2	2	2	2	2	0	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG10884	3	3	3	3	2	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG10891	2	2	0	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2
HOG10894	1	1	1	1	3	1	1	3	1	1	1	0	3	1	1	1	1	3	1	1	3	1	1	1	1	1	3	1	1
HOG10897	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
HOG10899	2	2	2	2	3	2	2	8	3	3	2	3	3	2	2	3	2	5	2	2	2	3	2	2	3	2	2	2	2
HOG10923	2	2	2	2	0	2	2	2	2	2	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2
HOG10931	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	4	2	2	2	2
HOG10932	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2	2
HOG10939	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	2	1	1	1	1	0	1	1	1	1	0	1	0	1
HOG10940	2	2	5	4	5	2	2	3	2	3	2	0	2	4	2	1	2	2	1	2	3	2	4	3	4	2	2	2	2
HOG10941	2	3	0	0	0	2	2	2	2	1	2	3	3	1	3	2	2	2	3	2	2	2	0	1	0	3	2	3	2
HOG10956	2	2	2	0	0	2	2	2	2	2	2	2	2	2	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG10957	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2
HOG10971	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	6	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG10972	2	0	2	3	2	2	2	1	2	3	2	3	3	3	2	0	2	2	3	2	3	1	2	3	2	2	2	2	2
HOG10992	2	2	0	0	0	2	2	0	2	0	2	2	0	2	2	2	2	0	2	2	0	2	2	2	2	2	0	2	0
HOG11011	1	1	1	1	1	1	0	0	1	1	1	1	2	1	0	0	1	1	2	0	2	1	1	1	1	2	1	0	1
HOG11013	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	2	1	0	0	0	0	2	0	1	1	1	2
HOG11014	2	3	1	3	2	2	3	3	2	3	2	5	2	3	5	4	2	2	2	3	2	3	2	2	2	2	2	2	2
HOG11036	1	3	2	0	2	1	2	2	2	2	1	2	2	3	3	1	2	0	2	0	0	2	1	2	1	2	2	1	1
HOG11037	2	1	2	3	2	2	2	2	2	2	2	2	2	0	0	3	2	2	2	3	4	2	3	2	3	0	2	3	2
HOG11039	3	3	4	4	4	3	3	3	3	4	3	3	4	4	3	1	3	3	3	3	4	3	3	1	3	1	4	3	3
HOG11045	2	3	3	3	1	3	3	3	3	3	3	2	3	3	3	1	2	1	2	2	1	3	3	1	2	2	2	3	2
HOG11052	2	1	2	0	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2	2	1	2	2	2	2	2	2	1
HOG11057	2	2	2	0	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG11061	1	1	0	1	1	0	1	1	1	1	1	1	2	0	0	0	2	1	1	1	1	1	1	2	1	1	1	1	1
HOG11066	2	3	0	3	2	2	2	0	2	2	2	0	1	0	2	3	2	3	2	3	3	0	2	2	2	2	2	0	2
HOG11067	1	0	1	0	1	1	1	3	1	1	1	3	1	3	1	0	1	0	1	0	0	3	1	1	1	1	1	3	1
HOG11081	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	3	2	2	1	2	2	3
HOG11082	2	2	1	3	3	2	2	3	2	2	3	3	0	1	2	3	2	1	2	3	1	1	2	1	3	3	3	2	2
HOG11083	1	1	1	0	0	1	1	0	1	1	0	0	3	2	1	0	1	2	1	0	0	2	0	2	0	1	0	1	0
HOG11106	2	2	0	2	0	2	2	0	2	0	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG11118	2	2	4	1	2	2	2	2	2	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG11119	2	2	0	3	2	2	2	2	2	3	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG11127	1	1	0	0	0	1	1	2	1	0	0	1	0	0	1	0	1	2	0	1	2	0	1	2	2	1	0	2	1
HOG11128	1	1	2	2	2	1	1	0	1	2	2	1	2	2	1	2	1	0	1	1	0	2	1	0	0	1	2	0	1
HOG11130	4	4	4	4	4	4	4	4	4	5	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
HOG11132	2	2	2	2	2	2	2	1	2	0	2	2	2	2	2	2	2	2	1	2	0	2	2	2	2	2	2	2	2
HOG11145	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	0	1	2	2	2	2	2	2	1	2	2
HOG11149	1	1	1	2	1	1	1	1	1	3	1	0	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1
HOG11152	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	0	2	2	2	2	2
HOG11155	3	3	3	3	3	3	3	4	3	5	3	5	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3
HOG11172	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG11175	2	2	2	0	2	0	2	0	2	0	2	0	0	2	2	2	2	0	0	2	0	2	0	2	2	2	2	2	2
HOG11236	4	4	5	3	5	4	4	4	4	4	5	4	4	4	4	3	5	5	5	3	3	5	4	4	4	5	4	4	4
HOG11247	2	2	0	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	0	2	2	2	2	2	2	1	0	2
HOG11258	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0
HOG11260	2	1	3	3	2	2	2	1	2	3	2	2	1	3	2	3	2	3	2	2	2	3	2	2	1	2	3	2	2
HOG11262	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	2	3	3	3	3	3	3	3	3	3	3
HOG11268	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	1	3	3	3	3
HOG11270	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	2	1
HOG11272	1	1	2	2	2	1	1	2	2	2	2	2	1	2	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1
HOG11275	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	0	2	2	2	2	2	2	2	2
HOG11281	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0
HOG11305	7	7	7	7	7	7	7	7	7	9	7	9	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
HOG11308	1	2	2	3	4	1	1	2	2	2	2	2	4	2	1	3	2	1	2	1	2	2	2	2	2	2	2	2	2
HOG11309	2	2	2	1	0	2	3	0	2	2	2	2	0	2	2	1	2	3	2	3	2	2	2	2	2	2	2	2	2
HOG11327	2	2	1	1	1	2	2	2	2	1	2	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	2	1	2
HOG11340	2	2	2	2	2	2	2	5	2	3	2	4	5	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2
HOG11352	1	2	0	1	1	2	1	2	1	2	1	0	2	1	0	1	1	2	1	2	1	1	1	1	2	1	1	1	1
HOG11353	1	0	0	1	1	0	1	0	1	0	1	2	0	1	2	1	1	0	1	0	1	1	1	1	0	1	1	1	1
HOG11374	2	6	1	0	2	2	2	7	2	3	2	0	2	2	6	1	2	2	3	4	0	2	2	2	4	2	2	2	3
HOG11375	2	0	5	4	4	2	2	2	2	5	2	4	4	2	0	3	2	2	1	0	4	4	2	2	0	2	2	2	3
HOG11409	2	3	4	2	4	2	2	1	2	7	2	4	1	4	3	2	2	2	3	2	2	3	2	2	2	5	2	2	2
HOG11413	7	8	5	6	5	6	7	6	7	5	7	7	5	5	6	6	7	6	7	7	7	5	7	7	7	7	7	7	7
HOG11414	2	2	2	2	1	2	2	2	0	1	2	3	1	1	2	1	1	2	2	2	1	2	2	2	1	1	2	2	2
HOG11415	6	4	7	7	6	5	7	6	4	4	7	3	10	3	5	8	8	8	4	7	8	6	7	6	7	3	6	6	6
HOG11433	0	0	2	1	2	1	1	2	2	1	1	0	2	2	1	0	1	2	2	1	1	2	1	0	1	1	1	0	2
HOG11442	2	2	2	2	2	2	2	3	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2
HOG11451	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG11453	1	3	3	1	0	1	1	2	1	1	1	0	4	3	4	2	1	1	0	1	2	3	1	2	3	1	1	1	1
HOG11454	3	1	2	3	4	3	3	2	3	3	3	4	1	2	0	1	3	3	4	3	2	1	3	2	2	3	3	3	2
HOG11461	2	2	2	0	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG11465	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3
HOG11480	0	1	0	2	0	0	1	0	0	0	2	2	0	2	1	2	1	1	0	2	2	0	1	0	2	1	1	2	1
HOG11508	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0
HOG11513	3	3	2	2	2	4	3	3	3	4	3	4	4	2	4	4	3	4	5	5	5	3	3	3	4	3	5	3	3
HOG11514	1	2	0	3	1	0	1	2	2	0	2	0	0	3	2	2	2	2	0	0	0	2	2	1	0	1	0	2	2
HOG11519	2	4	1	1	1	2	2	2	1	1	2	2	1	1	2	2	2	1	2	2	1	1	2	2	2	1	2	2	1
HOG11520	2	0	3	3	3	2	2	2	3	3	2	2	3	3	2	2	2	3	2	2	3	3	2	2	2	3	2	2	3
HOG11523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1
HOG11534	2	5	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG11538	3	3	0	4	4	3	4	3	4	1	4	4	4	4	1	3	4	4	2	1	4	3	4	4	4	3	4	4	4
HOG11545	3	3	3	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3
HOG11549	2	2	2	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2
HOG11581	3	4	3	4	4	4	3	3	3	4	3	4	4	3	4	4	3	4	3	3	4	3	3	2	2	4	4	4	3
HOG11582	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	2	2	0	0	0	1
HOG11589	1	2	2	2	1	1	1	1	1	2	1	2	0	1	1	1	1	2	0	1	1	1	1	2	1	2	1	2	0
HOG11596	11	11	10	11	10	10	11	12	10	10	10	10	10	11	10	12	11	12	12	11	11	10	11	13	11	11	10	11	11
HOG11603	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	0	1	1	1	1	1
HOG11611	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	0	2	1	2	2	2	2
HOG11615	2	2	2	2	2	2	3	3	2	2	2	3	2	3	2	2	2	3	4	2	3	3	2	2	3	3	3	2	3
HOG11616	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0
HOG11626	2	2	0	5	2	2	2	5	2	0	2	5	0	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2
HOG11630	3	4	3	4	3	3	3	5	3	3	3	6	3	3	3	3	3	5	4	3	3	3	3	3	3	3	3	3	3
HOG11631	3	1	3	2	3	3	3	0	3	3	3	0	3	3	3	2	2	1	1	3	2	3	2	3	3	3	3	3	2
HOG11637	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1
HOG11657	2	5	2	2	2	2	2	2	3	3	2	2	0	2	2	4	2	1	2	2	2	2	2	1	2	2	2	2	2
HOG11658	3	0	3	3	3	3	3	3	2	3	3	3	5	3	3	1	3	5	3	3	3	3	3	4	3	3	3	3	3
HOG11665	1	2	2	0	1	1	1	1	2	1	1	1	1	2	2	0	1	2	0	0	0	2	1	2	2	2	1	2	1
HOG11666	1	0	0	2	0	1	1	1	0	1	1	1	1	0	0	2	1	0	2	2	2	0	1	0	0	0	1	0	1
HOG11669	2	1	2	2	5	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2
HOG11670	4	5	4	4	1	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	5	4
HOG11674	1	1	1	1	1	1	1	1	0	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1
HOG11675	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	0	2	2	2	2	2	0	2	2	2	2	2
HOG11676	2	2	3	3	3	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	0	2	2	2	2	3	2
HOG11679	1	2	1	2	2	1	1	1	1	2	1	1	2	2	1	2	1	2	2	1	2	2	1	1	2	1	1	1	2
HOG11680	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0
HOG11689	8	8	8	8	8	8	8	9	8	8	8	9	9	8	8	8	8	8	9	8	10	8	8	9	8	9	9	9	9
HOG11723	1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG11761	3	3	2	3	0	3	3	2	2	2	3	3	0	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3
HOG11767	2	2	2	3	0	2	2	3	2	2	2	3	2	2	2	2	2	3	2	3	2	2	2	3	3	3	2	3	2
HOG11777	1	1	1	1	1	1	1	3	1	1	1	3	3	1	1	3	1	3	1	1	1	1	1	1	3	3	1	1	1
HOG11780	2	2	2	2	1	1	2	2	2	0	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2
HOG11823	2	5	2	2	3	2	2	3	2	0	2	2	2	2	2	2	2	2	2	3	2	2	2	1	2	2	2	2	1
HOG11895	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2
HOG11897	2	1	3	2	2	1	2	1	2	1	2	3	3	2	1	1	2	3	1	1	2	2	1	2	3	1	2	3	2
HOG11901	2	4	0	0	0	2	2	2	2	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2
HOG11913	2	3	3	3	3	2	2	0	2	3	2	3	3	3	2	3	2	3	2	3	2	2	3	3	3	3	2	3	3
HOG11927	1	1	1	1	4	1	1	1	1	1	1	1	4	1	4	0	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG11932	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0
HOG11933	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	4	3	5	3	3	3	3	3	3	3	3	3
HOG11935	1	1	0	1	1	1	3	1	0	1	1	1	0	1	1	3	1	0	0	1	2	2	1	1	1	1	0	1	0
HOG11944	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	2	1	1	1	0	0	0	1	0	0
HOG11951	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG11978	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2
HOG11979	1	1	2	2	0	2	2	0	2	1	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	1	2
HOG11980	2	2	2	4	2	2	2	2	2	3	2	4	2	2	2	2	2	2	2	3	4	2	2	3	2	2	2	2	2
HOG11998	3	3	3	4	3	3	3	3	4	4	4	2	4	4	3	3	3	2	3	4	3	4	4	3	3	3	3	3	3
HOG12042	2	3	3	3	3	2	3	0	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	0	3	3	3	3
HOG12054	2	2	2	2	2	2	2	0	1	0	2	2	2	2	2	2	2	0	2	0	2	2	2	2	0	2	2	2	2
HOG12061	2	0	2	2	2	2	2	2	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG12069	1	1	1	3	1	1	1	3	1	1	1	0	1	1	1	3	1	1	3	1	1	1	1	1	0	0	1	1	1
HOG12071	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	0	2	0	0	2	1	2	2	2	2	3	2	2	2
HOG12074	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG12075	1	1	1	1	1	0	1	3	1	0	1	1	0	0	0	0	1	1	2	0	0	1	1	1	0	0	0	0	1
HOG12076	1	1	1	1	1	2	1	0	1	2	1	1	2	2	2	0	1	0	0	2	2	1	1	1	2	2	2	2	1
HOG12081	1	1	1	1	2	0	2	0	1	1	2	2	0	2	1	1	1	2	1	2	1	0	2	2	1	2	1	1	1
HOG12082	1	1	1	1	0	2	0	2	1	1	0	0	2	0	1	1	1	0	1	0	1	2	0	0	1	0	1	1	1
HOG12093	0	0	0	1	1	2	1	2	0	1	1	0	1	0	1	0	1	2	1	0	0	0	1	1	0	0	1	1	0
HOG12111	2	2	2	3	3	2	2	2	2	3	2	1	3	3	2	3	2	3	3	2	2	3	3	3	3	3	2	2	2
HOG12112	1	0	1	0	2	1	1	2	1	1	2	0	0	2	1	1	0	1	3	1	1	1	0	0	1	1	2	1	1
HOG12114	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	0	0	1	0	1	1	0	2	1	0	1	1	1	2
HOG12115	2	4	3	3	0	1	3	2	3	3	3	2	4	2	3	4	5	3	2	1	3	4	3	4	4	3	2	3	2
HOG12116	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1
HOG12128	2	4	4	2	2	2	2	3	2	0	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2
HOG12136	6	6	6	6	6	6	6	6	5	6	6	6	5	8	6	6	6	6	6	6	6	5	6	7	6	6	6	6	5
HOG12141	2	0	2	2	1	2	2	1	2	2	2	2	0	2	0	4	2	0	0	2	2	2	2	2	2	2	2	1	2
HOG12151	4	5	5	4	4	4	5	5	4	4	4	6	5	4	5	4	4	4	4	5	4	4	4	4	4	4	4	4	4
HOG12154	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0
HOG12155	2	2	2	2	0	2	2	1	2	2	2	0	2	2	2	4	2	0	2	2	2	0	2	4	2	2	2	2	2
HOG12156	2	2	2	2	4	2	2	3	2	2	2	4	2	2	2	0	2	4	2	2	2	4	2	0	2	2	2	2	2
HOG12178	1	2	1	2	0	1	1	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2
HOG12187	1	2	1	1	0	1	1	0	1	1	1	2	1	1	2	2	0	0	1	1	1	1	2	1	1	1	1	1	1
HOG12188	2	1	4	3	4	2	3	3	3	3	3	0	3	3	1	1	4	5	4	2	2	3	3	3	3	3	3	3	2
